country,station_code,station_name,station_latitude,station_longitude,station_governance,region1,region2,year,species,sex,determinand,matrix,basis,value,unit,qflag,limit_detection,limit_quantification,uncertainty,unit_uncertainty,sampleID,series_subroup,source
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1986,Salvelinus alpinus,,HG,MU,W,22,ng/g,,,,20,%,SW-ABJ-0054,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1986,Salvelinus alpinus,,HG,MU,W,37,ng/g,,,,20,%,SW-ABJ-0055,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1986,Salvelinus alpinus,,HG,MU,W,29,ng/g,,,,20,%,SW-ABJ-0056,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1986,Salvelinus alpinus,,HG,MU,W,35,ng/g,,,,20,%,SW-ABJ-0057,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1986,Salvelinus alpinus,,HG,MU,W,23,ng/g,,,,20,%,SW-ABJ-0058,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1986,Salvelinus alpinus,,HG,MU,W,33,ng/g,,,,20,%,SW-ABJ-0059,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1986,Salvelinus alpinus,,HG,MU,W,59,ng/g,,,,20,%,SW-ABJ-0060,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1987,Salvelinus alpinus,,HG,MU,W,25,ng/g,,,,20,%,SW-ABJ-0061,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1987,Salvelinus alpinus,,HG,MU,W,34,ng/g,,,,20,%,SW-ABJ-0062,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1987,Salvelinus alpinus,,HG,MU,W,25,ng/g,,,,20,%,SW-ABJ-0063,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1987,Salvelinus alpinus,,HG,MU,W,37,ng/g,,,,20,%,SW-ABJ-0064,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1987,Salvelinus alpinus,,HG,MU,W,29,ng/g,,,,20,%,SW-ABJ-0065,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1987,Salvelinus alpinus,,HG,MU,W,27,ng/g,,,,20,%,SW-ABJ-0066,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1987,Salvelinus alpinus,,HG,MU,W,39,ng/g,,,,20,%,SW-ABJ-0067,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1987,Salvelinus alpinus,,HG,MU,W,45,ng/g,,,,20,%,SW-ABJ-0068,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1987,Salvelinus alpinus,,HG,MU,W,27,ng/g,,,,20,%,SW-ABJ-0069,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1987,Salvelinus alpinus,,HG,MU,W,26,ng/g,,,,20,%,SW-ABJ-0070,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1988,Salvelinus alpinus,,HG,MU,W,33,ng/g,,,,20,%,SW-ABJ-0071,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1988,Salvelinus alpinus,,HG,MU,W,42,ng/g,,,,20,%,SW-ABJ-0072,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1988,Salvelinus alpinus,,HG,MU,W,44,ng/g,,,,20,%,SW-ABJ-0073,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1988,Salvelinus alpinus,,HG,MU,W,50,ng/g,,,,20,%,SW-ABJ-0074,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1988,Salvelinus alpinus,,HG,MU,W,43,ng/g,,,,20,%,SW-ABJ-0075,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1988,Salvelinus alpinus,,HG,MU,W,40,ng/g,,,,20,%,SW-ABJ-0076,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1988,Salvelinus alpinus,,HG,MU,W,44,ng/g,,,,20,%,SW-ABJ-0077,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1988,Salvelinus alpinus,,HG,MU,W,26,ng/g,,,,20,%,SW-ABJ-0078,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1988,Salvelinus alpinus,,HG,MU,W,48,ng/g,,,,20,%,SW-ABJ-0079,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1988,Salvelinus alpinus,,HG,MU,W,35,ng/g,,,,20,%,SW-ABJ-0080,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1989,Salvelinus alpinus,,HG,MU,W,46,ng/g,,,,20,%,SW-ABJ-0081,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1989,Salvelinus alpinus,,HG,MU,W,38,ng/g,,,,20,%,SW-ABJ-0082,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1989,Salvelinus alpinus,,HG,MU,W,31,ng/g,,,,20,%,SW-ABJ-0083,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1989,Salvelinus alpinus,,HG,MU,W,36,ng/g,,,,20,%,SW-ABJ-0084,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1989,Salvelinus alpinus,,HG,MU,W,48,ng/g,,,,20,%,SW-ABJ-0085,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1989,Salvelinus alpinus,,HG,MU,W,42,ng/g,,,,20,%,SW-ABJ-0086,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1989,Salvelinus alpinus,,HG,MU,W,34,ng/g,,,,20,%,SW-ABJ-0087,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1989,Salvelinus alpinus,,HG,MU,W,34,ng/g,,,,20,%,SW-ABJ-0088,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1989,Salvelinus alpinus,,HG,MU,W,42,ng/g,,,,20,%,SW-ABJ-0089,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1989,Salvelinus alpinus,,HG,MU,W,31,ng/g,,,,20,%,SW-ABJ-0090,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1990,Salvelinus alpinus,,HG,MU,W,33,ng/g,,,,20,%,SW-ABJ-0091,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1990,Salvelinus alpinus,,HG,MU,W,30,ng/g,,,,20,%,SW-ABJ-0092,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1990,Salvelinus alpinus,,HG,MU,W,31,ng/g,,,,20,%,SW-ABJ-0093,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1990,Salvelinus alpinus,,HG,MU,W,41,ng/g,,,,20,%,SW-ABJ-0094,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1990,Salvelinus alpinus,,HG,MU,W,38,ng/g,,,,20,%,SW-ABJ-0095,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1990,Salvelinus alpinus,,HG,MU,W,40,ng/g,,,,20,%,SW-ABJ-0096,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1990,Salvelinus alpinus,,HG,MU,W,37,ng/g,,,,20,%,SW-ABJ-0097,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1990,Salvelinus alpinus,,HG,MU,W,29,ng/g,,,,20,%,SW-ABJ-0098,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1990,Salvelinus alpinus,,HG,MU,W,33,ng/g,,,,20,%,SW-ABJ-0099,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1990,Salvelinus alpinus,,HG,MU,W,32,ng/g,,,,20,%,SW-ABJ-0100,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1991,Salvelinus alpinus,,HG,MU,W,44,ng/g,,,,20,%,SW-ABJ-0101,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1991,Salvelinus alpinus,,HG,MU,W,35,ng/g,,,,20,%,SW-ABJ-0102,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1991,Salvelinus alpinus,,HG,MU,W,35,ng/g,,,,20,%,SW-ABJ-0103,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1991,Salvelinus alpinus,,HG,MU,W,29,ng/g,,,,20,%,SW-ABJ-0104,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1991,Salvelinus alpinus,,HG,MU,W,40,ng/g,,,,20,%,SW-ABJ-0105,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1991,Salvelinus alpinus,,HG,MU,W,34,ng/g,,,,20,%,SW-ABJ-0106,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1991,Salvelinus alpinus,,HG,MU,W,26,ng/g,,,,20,%,SW-ABJ-0107,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1991,Salvelinus alpinus,,HG,MU,W,36,ng/g,,,,20,%,SW-ABJ-0108,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1991,Salvelinus alpinus,,HG,MU,W,42,ng/g,,,,20,%,SW-ABJ-0109,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1991,Salvelinus alpinus,,HG,MU,W,38,ng/g,,,,20,%,SW-ABJ-0110,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1992,Salvelinus alpinus,,HG,MU,W,44,ng/g,,,,20,%,SW-ABJ-0111,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1992,Salvelinus alpinus,,HG,MU,W,32,ng/g,,,,20,%,SW-ABJ-0112,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1992,Salvelinus alpinus,,HG,MU,W,38,ng/g,,,,20,%,SW-ABJ-0113,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1992,Salvelinus alpinus,,HG,MU,W,36,ng/g,,,,20,%,SW-ABJ-0114,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1992,Salvelinus alpinus,,HG,MU,W,21,ng/g,,,,20,%,SW-ABJ-0115,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1992,Salvelinus alpinus,,HG,MU,W,36,ng/g,,,,20,%,SW-ABJ-0116,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1992,Salvelinus alpinus,,HG,MU,W,38,ng/g,,,,20,%,SW-ABJ-0117,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1992,Salvelinus alpinus,,HG,MU,W,32,ng/g,,,,20,%,SW-ABJ-0118,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1992,Salvelinus alpinus,,HG,MU,W,55,ng/g,,,,20,%,SW-ABJ-0119,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1992,Salvelinus alpinus,,HG,MU,W,32,ng/g,,,,20,%,SW-ABJ-0120,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1993,Salvelinus alpinus,,HG,MU,W,22,ng/g,,,,20,%,SW-ABJ-0121,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1993,Salvelinus alpinus,,HG,MU,W,27,ng/g,,,,20,%,SW-ABJ-0122,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1993,Salvelinus alpinus,,HG,MU,W,19,ng/g,,,,20,%,SW-ABJ-0123,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1993,Salvelinus alpinus,,HG,MU,W,30,ng/g,,,,20,%,SW-ABJ-0124,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1993,Salvelinus alpinus,,HG,MU,W,17,ng/g,,,,20,%,SW-ABJ-0125,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1993,Salvelinus alpinus,,HG,MU,W,18,ng/g,,,,20,%,SW-ABJ-0126,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1993,Salvelinus alpinus,,HG,MU,W,20,ng/g,,,,20,%,SW-ABJ-0127,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1993,Salvelinus alpinus,,HG,MU,W,19,ng/g,,,,20,%,SW-ABJ-0128,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1993,Salvelinus alpinus,,HG,MU,W,24,ng/g,,,,20,%,SW-ABJ-0129,,SuzanneF
Sweden,A401,Abiskojaure AMAP,68.28789,18.58575,AMAP~OSPAR,1,Barents Sea,1993,Salvelinus alpinus,,HG,MU,W,28,ng/g,,,,20,%,SW-ABJ-0130,,SuzanneF
