country,station_code,station_name,year,date,latitude,longitude,dephu,purpm,species,sex,subseries,n_individual,determinand,matrix,basis,value,unit,limit_detection,limit_quantification,uncertainty,unit_uncertainty,censoring,method_analysis,sample
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,N15D,MU,D,11.09738329,ppt,,,0.12,SD,,MS-ISR,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,N15D,MU,D,11.09449426,ppt,,,0.12,SD,,MS-ISR,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,N15D,MU,D,11.87071059,ppt,,,0.12,SD,,MS-ISR,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,AD,1,N15D,MU,D,11.49245334,ppt,,,0.12,SD,,MS-ISR,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,N15D,MU,D,11.5715482,ppt,,,0.12,SD,,MS-ISR,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,N15D,MU,D,11.01775055,ppt,,,0.12,SD,,MS-ISR,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,N15D,MU,D,12.18002335,ppt,,,0.12,SD,,MS-ISR,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,C13D,MU,D,-18.6676903,ppt,,,0.1,SD,,MS-ISR,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,C13D,MU,D,-18.4573889,ppt,,,0.1,SD,,MS-ISR,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,AD,1,C13D,MU,D,-17.5801596,ppt,,,0.1,SD,,MS-ISR,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,C13D,MU,D,-19.1088151,ppt,,,0.1,SD,,MS-ISR,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,C13D,MU,D,-18.338547,ppt,,,0.1,SD,,MS-ISR,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,C13D,MU,D,-19.1296998,ppt,,,0.1,SD,,MS-ISR,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,C13D,MU,D,-18.2815857,ppt,,,0.1,SD,,MS-ISR,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,C13D,MU,D,-19.4745935,ppt,,,0.1,SD,,MS-ISR,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,C13D,MU,D,-17.5479771,ppt,,,0.1,SD,,MS-ISR,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,C13D,MU,D,-18.9933834,ppt,,,0.1,SD,,MS-ISR,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,C13D,MU,D,-17.4696466,ppt,,,0.1,SD,,MS-ISR,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,C13D,MU,D,-17.1014147,ppt,,,0.1,SD,,MS-ISR,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,C13D,MU,D,-18.1451291,ppt,,,0.1,SD,,MS-ISR,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,C13D,MU,D,-18.3115542,ppt,,,0.1,SD,,MS-ISR,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,C13D,MU,D,-17.5858247,ppt,,,0.1,SD,,MS-ISR,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,AD,1,C13D,MU,D,-17.4093657,ppt,,,0.1,SD,,MS-ISR,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,C13D,MU,D,-17.5094353,ppt,,,0.1,SD,,MS-ISR,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,C13D,MU,D,-17.3028958,ppt,,,0.1,SD,,MS-ISR,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,C13D,MU,D,-17.8320868,ppt,,,0.1,SD,,MS-ISR,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,C13D,MU,D,-18.0074006,ppt,,,0.1,SD,,MS-ISR,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB101,BB,L,290,ng/g,,,6.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,Aroclor,BB,L,8900,ng/g,,,11.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB101,BB,L,920,ng/g,,,6.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB101,BB,L,630,ng/g,,,6.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB101,BB,L,720,ng/g,,,6.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB101,BB,L,625,ng/g,,,6.6,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB105,BB,L,280,ng/g,,,6.4,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB101,BB,L,380,ng/g,,,6.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,CB101,BB,L,880,ng/g,,,6.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB105,BB,L,470,ng/g,,,6.4,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB105,BB,L,150,ng/g,,,6.4,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,CB105,BB,L,170,ng/g,,,6.4,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,CB105,BB,L,200,ng/g,,,6.4,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB105,BB,L,580,ng/g,,,6.4,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,CB105,BB,L,190,ng/g,,,6.4,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,CB105,BB,L,860,ng/g,,,6.4,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,CB105,BB,L,810,ng/g,,,6.4,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB105,BB,L,270,ng/g,,,6.4,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,AD,1,CB105,BB,L,70,ng/g,,,6.4,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB105,BB,L,200,ng/g,,,6.4,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB105,BB,L,130,ng/g,,,6.4,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB105,BB,L,400,ng/g,,,6.4,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,AD,1,CB105,BB,L,260,ng/g,,,6.4,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB105,BB,L,260,ng/g,,,6.4,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB105,BB,L,280,ng/g,,,6.4,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,CB105,BB,L,330,ng/g,,,6.4,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB105,BB,L,170,ng/g,,,6.4,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB105,BB,L,190,ng/g,,,6.4,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB105,BB,L,170,ng/g,,,6.4,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB105,BB,L,200,ng/g,,,6.4,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,BD100,BB,L,27.8,ng/g,,,,,,GC-MS-SIM,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,Aroclor,BB,L,27000,ng/g,,,11.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,Aroclor,BB,L,9600,ng/g,,,11.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,Aroclor,BB,L,26000,ng/g,,,11.6,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,AD,1,Aroclor,BB,L,7700,ng/g,,,11.6,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,Aroclor,BB,L,14000,ng/g,,,11.6,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,Aroclor,BB,L,9400,ng/g,,,11.6,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,AD,1,Aroclor,BB,L,25000,ng/g,,,11.6,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,Aroclor,BB,L,15000,ng/g,,,11.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,Aroclor,BB,L,18000,ng/g,,,11.6,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,Aroclor,BB,L,25000,ng/g,,,11.6,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,Aroclor,BB,L,24000,ng/g,,,11.6,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,Aroclor,BB,L,14000,ng/g,,,11.6,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,Aroclor,BB,L,14000,ng/g,,,11.6,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,Aroclor,BB,L,46000,ng/g,,,11.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,C13D,MU,D,-17.8678222,ppt,,,0.1,SD,,MS-ISR,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,C13D,MU,D,-17.6007359,ppt,,,0.1,SD,,MS-ISR,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,Aroclor,BB,L,37000,ng/g,,,11.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,Aroclor,BB,L,13000,ng/g,,,11.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,Aroclor,BB,L,44000,ng/g,,,11.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,Aroclor,BB,L,13000,ng/g,,,11.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,Aroclor,BB,L,21000,ng/g,,,11.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,Aroclor,BB,L,23000,ng/g,,,11.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,Aroclor,BB,L,10000,ng/g,,,11.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,N15D,MU,D,11.2966176,ppt,,,0.12,SD,,MS-ISR,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,N15D,MU,D,12.07843759,ppt,,,0.12,SD,,MS-ISR,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,N15D,MU,D,12.47086079,ppt,,,0.12,SD,,MS-ISR,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,N15D,MU,D,12.99241039,ppt,,,0.12,SD,,MS-ISR,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,CB118,BB,L,590,ng/g,,,12,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB118,BB,L,890,ng/g,,,12,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB118,BB,L,1600,ng/g,,,12,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,CB118,BB,L,540,ng/g,,,12,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,CB118,BB,L,2400,ng/g,,,12,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB118,BB,L,1100,ng/g,,,12,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,CB118,BB,L,450,ng/g,,,12,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB118,BB,L,830,ng/g,,,12,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,AD,1,CB118,BB,L,210,ng/g,,,12,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB118,BB,L,540,ng/g,,,12,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB118,BB,L,340,ng/g,,,12,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB118,BB,L,520,ng/g,,,12,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,CB118,BB,L,2450,ng/g,,,12,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB118,BB,L,575,ng/g,,,12,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,CB118,BB,L,960,ng/g,,,12,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB118,BB,L,490,ng/g,,,12,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,AD,1,CB118,BB,L,830,ng/g,,,12,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB118,BB,L,700,ng/g,,,12,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB118,BB,L,810,ng/g,,,12,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,CB105,BB,L,390,ng/g,,,6.4,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB105,BB,L,170,ng/g,,,6.4,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB118,BB,L,490,ng/g,,,12,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB118,BB,L,480,ng/g,,,12,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB118,BB,L,1300,ng/g,,,12,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB128,BB,L,180,ng/g,,,8.6,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,02/09/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB128,BB,L,190,ng/g,,,8.6,%,,GC-MS,4310175
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,CB118,BB,L,1200,ng/g,,,12,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB118,BB,L,400,ng/g,,,12,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB128,BB,L,580,ng/g,,,8.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,CB128,BB,L,190,ng/g,,,8.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,F,JV,1,CB128,BB,L,690,ng/g,,,8.6,%,,GC-MS,4310171
Denmark,A902,Føroyskar hvalvágir ,2011,09/02/2011,62.15383,-7.15983,,B~T~S~R,Globicephala melas,M,JV,1,CB128,BB,L,300,ng/g,,,8.6,%,,GC-MS,4310171
